station_id,datefield,hour,temperature,dew_point,humidity,wind_dir,wind_speed,wind_gust,pressure,visibility
EGLC,20150814,13,21,15.5,70.82,205,19.446,20.372,1005.076,3.858273
EGLC,20150814,14,20,16,77.75,210,18.52,18.52,1005.076,3.858273
EGLC,20150814,15,20,16.5,80.64,250,18.52,20.372,1004.568,3.473067
EGLC,20150814,16,18,16.5,90.98,290,18.52,20.372,1005.076,3.473067
EGLC,20150814,17,17,16,93.83,300,13.89,14.816,1005.584,3.473067
EGLC,20150814,18,17,15.5,90.91,295,12.964,14.816,1006.092,2.798956
EGLC,20150814,19,17,15.5,90.91,300,12.038,12.964,1006.092,3.473067
EGLC,20150814,20,17,15,88,300,12.038,12.964,1007.108,3.473067
EGLC,20150814,21,17,15,88,310,10.186,11.112,1007.108,3.858273
EGLC,20150814,22,17,15,88,290,11.112,11.112,1008.124,3.858273
EGLC,20150814,23,17,14.5,85.25,290,12.964,12.964,1008.124,3.858273
EGLC,20150815,0,16,14,87.92,290,11.112,11.112,1008.124,3.858273
EGLC,20150815,1,16,14,87.92,290,12.038,12.964,1008.124,3.858273
EGLC,20150815,2,16,13,82.37,300,12.038,12.964,1008.124,3.858273
EGLC,20150815,3,15.5,13,85.1,295,12.964,12.964,1009.14,3.473067
EGLC,20150815,4,15.5,12.5,82.31,300,12.964,14.816,1009.14,3.087861
EGLC,20150815,5,15,13,87.83,290,12.038,14.816,1009.648,3.66567
EGLC,20150815,6,15,12,82.25,300,14.816,16.668,1010.156,3.858273
EGLC,20150815,7,16,11.5,74.67,315,16.668,16.668,1010.494,3.858273
EGLC,20150815,8,16,10.5,69.87,315,17.594,18.52,1010.833,3.858273
EGLC,20150815,9,18,9,55.63,300,18.52,18.52,1010.833,3.858273
EGLC,20150815,10,18,9,55.63,310,16.668,16.668,1011.341,3.858273
EGLC,20150815,11,19,8,48.83,,14.816,14.816,1011.849,3.858273
EGLC,20150815,12,20,7.5,44.37,305,15.742,16.668,1012.357,3.858273
EGLC,20150815,13,20,7.5,44.37,310,12.964,14.816,1012.865,3.858273
EGLC,20150815,14,20,8,45.88,305,17.594,18.52,1012.865,3.858273
EGLC,20150815,15,19,8,48.83,300,19.446,20.372,1012.865,3.858273
EGLC,20150815,16,19.5,8,47.36,300,15.742,16.668,1013.881,3.858273
EGLC,20150815,17,19.5,7,44.23,310,14.816,16.668,1013.881,3.858273
EGLC,20150815,18,19.5,7,44.23,320,10.186,12.964,1014.389,3.858273
EGLC,20150815,19,18.5,7,47.08,315,11.112,12.964,1014.897,3.858273
EGLC,20150815,20,18,8,51.98,310,6.482,7.408,1014.897,3.858273
EGLC,20150815,21,18,8,51.98,320,4.63,5.556,1015.913,3.858273
EGLC,20150815,22,17,9,59.26,325,5.556,5.556,1015.913,3.858273
EGLC,20150815,23,16,9,63.15,340,4.63,5.556,1015.913,3.858273
EGLC,20150816,0,15,8.5,65.12,330,3.704,3.704,1015.913,3.858273
EGLC,20150816,1,15,8.5,65.12,,3.704,3.704,1015.913,3.858273
EGLC,20150816,2,14,9,71.83,315,5.556,5.556,1015.913,3.858273
EGLC,20150816,3,14,9,71.83,320,4.63,5.556,1015.913,3.858273
EGLC,20150816,4,14,9,71.83,330,5.556,5.556,1015.913,3.858273
EGLC,20150816,5,14,8.5,69.47,340,5.556,5.556,1015.913,3.858273
EGLC,20150816,6,14.5,9,69.58,,5.556,5.556,1016.928,3.858273
EGLC,20150816,7,15,9,67.33,,4.63,5.556,1016.928,3.858273
EGLC,20150816,8,16.5,9.5,63.27,,5.556,5.556,1016.928,3.858273
EGLC,20150816,9,17.5,10.5,63.49,,4.63,5.556,1016.928,3.858273
EGLC,20150816,10,20.5,10,51.14,0,2.778,5.556,1016.928,3.858273
EGLC,20150816,11,19.5,9,51.3,105,9.26,11.112,1016.928,3.858273
EGLC,20150816,12,19,10,55.88,70,12.964,14.816,1016.928,3.858273
EGLC,20150816,13,19,10,55.88,85,13.89,14.816,1016.928,3.858273
EGLC,20150816,14,19,10,55.88,75,12.964,12.964,1016.928,3.858273
EGLC,20150816,15,19,10,55.88,90,13.89,14.816,1016.928,3.858273
EGLC,20150816,16,19,10,56,135,12.038,12.964,1016.928,3.858273
EGLC,20150816,17,18,10,59.5,175,10.186,12.964,1016.928,3.858273
EGLC,20150816,18,18,10,59.5,180,7.408,9.26,1016.928,3.858273
EGLC,20150816,19,17,10.5,65.56,,5.556,5.556,1017.436,3.858273
EGLC,20150816,20,17,10.5,65.56,105,1.852,3.704,1017.944,3.858273
EGLC,20150816,21,16.5,11,69.97,0,0,0,1017.944,3.858273
EGLC,20150816,22,16.5,11.5,72.44,85,6.482,7.408,1017.944,3.858273
EGLC,20150816,23,16,10.5,69.87,100,7.408,9.26,1017.944,3.858273
EGLC,20150817,0,16,10,67.54,,4.63,5.556,1017.944,3.858273
EGLC,20150817,1,16,10,67.54,20,3.704,3.704,1017.944,3.858273
EGLC,20150817,2,15.5,11,74.59,30,5.556,7.408,1017.944,3.858273
EGLC,20150817,3,14.5,11,79.55,360,5.556,7.408,1017.944,3.858273
EGLC,20150817,4,14,11,82.12,360,4.63,5.556,1017.944,3.858273
EGLC,20150817,5,14,9.5,74.32,360,6.482,7.408,1017.944,3.858273
EGLC,20150817,6,14,9.5,74.32,0,2.778,5.556,1017.944,3.858273
EGLC,20150817,7,15.5,8.5,63.17,360,8.334,9.26,1017.944,3.858273
EGLC,20150817,8,17,7,51.72,360,12.038,14.816,1018.452,3.858273
EGLC,20150817,9,18,7.5,50.27,190,11.112,11.112,1017.944,3.858273
EGLC,20150817,10,19,6.5,44.09,340,12.038,12.964,1017.944,3.858273
EGLC,20150817,11,19.5,5.5,39.86,185,12.964,12.964,1016.928,3.858273
EGLC,20150817,12,20,6,40,345,12.964,12.964,1016.928,3.858273
EGLC,20150817,13,20,6,40,355,15.742,16.668,1016.928,3.858273
EGLC,20150817,14,20,6.5,41.42,180,12.964,14.816,1016.421,3.858273
EGLC,20150817,15,21,7,40.29,190,11.112,11.112,1015.913,3.858273
EGLC,20150817,16,21,7,40.29,340,12.038,12.964,1015.913,3.858273
EGLC,20150817,17,20,7.5,44.37,330,14.816,14.816,1015.913,3.858273
EGLC,20150817,18,20,8,45.88,330,12.038,12.964,1015.913,3.858273
EGLC,20150817,19,19.5,8.5,49.06,330,11.112,11.112,1015.913,3.858273
EGLC,20150817,20,19,9,52.25,305,9.26,9.26,1015.913,3.858273
EGLC,20150817,21,19,9,52.25,310,11.112,11.112,1014.897,3.858273
EGLC,20150817,22,19,9,52.25,320,11.112,11.112,1014.897,3.858273
EGLC,20150817,23,18,9,55.63,310,9.26,9.26,1014.897,3.858273
EGLC,20150818,0,18,9,55.63,310,8.334,9.26,1014.897,3.858273
EGLC,20150818,1,17.5,9,57.45,295,12.038,12.964,1014.897,3.858273
EGLC,20150818,2,17,9,59.26,280,14.816,14.816,1013.881,3.858273
EGLC,20150818,3,17,9,59.26,285,13.89,14.816,1013.881,3.858273
EGLC,20150818,4,16.5,9,61.2,285,13.89,14.816,1013.881,3.858273
EGLC,20150818,5,16.5,9,61.2,290,13.89,14.816,1013.881,3.858273
EGLC,20150818,6,16,9,63.15,285,14.816,14.816,1013.881,3.858273
EGLC,20150818,7,16,9,63.15,280,14.816,14.816,1013.881,3.858273
EGLC,20150818,8,16.5,9,61.2,265,15.742,16.668,1013.881,3.858273
EGLC,20150818,9,16,9.5,65.34,245,17.594,18.52,1012.865,3.858273
EGLC,20150818,10,17,10,63.38,250,19.446,20.372,1013.373,3.858273
EGLC,20150818,11,17.5,9,57.45,250,20.372,20.372,1013.881,3.858273
EGLC,20150818,12,18,9.5,57.56,245,20.372,22.224,1013.881,3.858273
EGLC,20150818,13,18.5,10,57.69,250,20.372,20.372,1013.881,3.858273
EGLC,20150818,14,19,8.5,50.54,250,20.372,20.372,1013.881,3.858273
EGLC,20150818,15,19,8.5,50.54,250,22.224,22.224,1013.881,3.858273
EGLC,20150818,16,19,9.5,54.06,255,22.224,22.224,1013.881,3.858273
EGLC,20150818,17,19,10.5,57.81,230,15.742,16.668,1013.881,3.858273
EGLC,20150818,18,19,11,59.74,235,18.52,18.52,1013.881,3.858273
EGLC,20150818,19,18,11,63.6,230,17.594,20.372,1013.881,3.858273
EGLC,20150818,20,18,11,63.6,225,11.112,11.112,1014.389,3.858273
EGLC,20150818,21,18,11,63.6,245,14.816,16.668,1014.897,3.858273
EGLC,20150818,22,18,11,63.6,235,14.816,16.668,1014.897,3.858273
EGLC,20150818,23,17.5,12,70.16,240,13.89,14.816,1014.897,3.858273
EGLC,20150819,0,17,12,72.38,240,13.89,14.816,1014.897,3.858273
EGLC,20150819,1,16.5,11,69.97,245,12.964,14.816,1015.405,3.858273
EGLC,20150819,2,16,11,72.2,240,12.964,12.964,1015.913,3.858273
EGLC,20150819,3,16,11,72.2,240,12.964,12.964,1015.913,3.858273
EGLC,20150819,4,15,11,76.98,225,12.038,12.964,1015.913,3.858273
EGLC,20150819,5,15,11,76.98,240,12.964,12.964,1015.913,3.858273
EGLC,20150819,6,16.5,11.5,72.29,255,14.816,16.668,1016.928,3.858273
EGLC,20150819,7,17.5,12,70.16,260,13.89,14.816,1016.928,3.858273
EGLC,20150819,8,19,11.5,61.78,250,17.594,20.372,1016.928,3.858273
EGLC,20150819,9,20,10.5,54.32,230,17.594,18.52,1016.928,3.858273
EGLC,20150819,10,21,11,52.77,260,16.668,18.52,1016.928,3.858273
EGLC,20150819,11,21,11,52.77,225,15.742,16.668,1016.928,3.858273
EGLC,20150819,12,21,11,52.77,205,16.668,16.668,1016.928,3.858273
EGLC,20150819,13,21,11,52.77,210,19.446,20.372,1016.928,3.858273
EGLC,20150819,14,21,11.5,54.58,220,22.224,24.076,1016.928,3.858273
EGLC,20150819,15,20,12,59.97,210,22.224,24.076,1017.436,3.858273
EGLC,20150819,16,19,11.5,61.78,200,20.372,20.372,1017.944,3.858273
EGLC,20150819,17,18.5,12,65.89,220,16.668,18.52,1017.944,3.858273
EGLC,20150819,18,17,13,77.29,200,12.964,14.816,1017.944,3.858273
EGLC,20150819,19,17,13,77.29,170,11.112,11.112,1017.944,3.858273
EGLC,20150819,20,16,14,87.92,150,12.964,14.816,1017.944,3.858273
EGLC,20150819,21,16,14,87.92,150,10.186,11.112,1017.944,3.858273
EGLC,20150819,22,16,14,87.92,155,8.334,9.26,1017.944,3.858273
EGLC,20150819,23,16,14,87.92,155,10.186,11.112,1017.944,3.858273
EGLC,20150820,0,16,14.5,90.86,160,10.186,11.112,1017.944,3.858273
EGLC,20150820,1,16,15,93.79,155,11.112,12.964,1017.944,3.858273
EGLC,20150820,2,16.5,15,90.9,165,11.112,11.112,1017.944,3.858273
EGLC,20150820,3,17,15,88,185,10.186,11.112,1016.928,3.858273
EGLC,20150820,4,17,15.5,90.91,170,10.186,11.112,1017.944,3.858273
EGLC,20150820,5,17,16,93.83,185,7.408,7.408,1018.452,3.858273
EGLC,20150820,6,18,16,88.09,210,8.334,11.112,1018.96,3.858273
EGLC,20150820,7,18,16,88.09,220,11.112,12.964,1018.96,3.858273
EGLC,20150820,8,19,16,82.74,230,16.668,16.668,1018.96,3.858273
EGLC,20150820,9,19,15,77.77,215,13.89,14.816,1019.976,3.858273
EGLC,20150820,10,20,15,72.92,215,12.964,12.964,1019.976,3.858273
EGLC,20150820,11,21,14.5,66.41,205,13.89,14.816,1019.976,3.858273
EGLC,20150820,12,21,15,68.55,205,18.52,18.52,1019.976,3.858273
EGLC,20150820,13,21,15,68.55,210,13.89,14.816,1019.976,3.858273
EGLC,20150820,14,21.5,15.5,68.78,225,18.52,18.52,1019.976,3.858273
EGLC,20150820,15,21.5,15.5,68.78,210,19.446,20.372,1019.976,3.858273
EGLC,20150820,16,21,16.5,75.5,210,19.446,20.372,1019.976,3.66567
EGLC,20150820,17,21,17,77.9,210,14.816,16.668,1019.976,3.858273
EGLC,20150820,18,20,16,77.75,210,16.668,16.668,1019.976,3.858273
EGLC,20150820,19,20,16.5,80.31,210,16.668,18.52,1020.992,3.858273
EGLC,20150820,20,20,17,82.86,215,15.742,16.668,1020.992,3.858273
EGLC,20150820,21,19.5,17,85.52,205,12.964,12.964,1020.992,3.858273
EGLC,20150820,22,20,17,82.86,210,15.742,16.668,1020.992,3.858273
EGLC,20150820,23,20,17,82.86,215,14.816,16.668,1020.992,3.858273
EGLC,20150821,0,19,17,88.18,225,16.668,16.668,1019.976,3.858273
EGLC,20150821,1,19,17,88.18,210,12.038,12.964,1019.976,3.858273
EGLC,20150821,2,19,16,82.74,210,13.89,14.816,1019.976,3.858273
EGLC,20150821,3,19,16,82.74,210,12.964,14.816,1019.976,3.858273
EGLC,20150821,4,19,16,82.74,205,10.186,11.112,1019.976,3.858273
EGLC,20150821,5,19,16.5,85.46,185,10.186,11.112,1019.976,3.858273
EGLC,20150821,6,19.5,17,85.52,185,9.26,11.112,1019.976,3.858273
EGLC,20150821,7,20.5,17,80.38,205,11.112,12.964,1020.992,3.858273
EGLC,20150821,8,22,17,73.27,220,13.89,14.816,1020.992,3.858273
EGLC,20150821,9,22.5,16.5,68.98,200,15.742,16.668,1019.976,3.858273
EGLC,20150821,10,24,16,60.9,180,20.372,22.224,1019.976,3.858273
EGLC,20150821,11,25,16,57.36,200,16.668,18.52,1019.976,3.858273
EGLC,20150821,12,26,15,50.69,200,22.224,22.224,1018.96,3.858273
EGLC,20150821,13,25.5,15,52.24,220,23.15,24.076,1018.96,3.858273
EGLC,20150821,14,26,15,50.69,215,22.224,24.076,1018.452,3.858273
EGLC,20150821,15,25.5,14.5,50.56,195,22.224,22.224,1017.944,3.858273
EGLC,20150821,16,26,14,47.52,200,20.372,20.372,1017.944,3.858273
EGLC,20150821,17,25,15,53.8,190,15.742,16.668,1017.944,3.858273
EGLC,20150821,18,24,15,57.12,195,12.038,12.964,1017.944,3.858273
EGLC,20150821,19,22.5,14.5,60.68,195,10.186,11.112,1018.452,3.858273
EGLC,20150821,20,22,15,64.48,190,8.334,9.26,1018.96,3.858273
EGLC,20150821,21,20.5,15,70.73,195,9.26,11.112,1018.96,3.858273
EGLC,20150821,22,20,15,72.92,200,7.408,7.408,1018.96,3.858273
EGLC,20150821,23,19,15,77.6,200,7.408,7.408,1017.944,3.858273
EGLC,20150822,0,19,14.5,75.17,105,1.852,3.704,1017.944,3.858273
EGLC,20150822,1,18.5,15,80.11,220,3.704,3.704,1017.944,3.858273
EGLC,20150822,2,18,15,82.62,60,2.778,5.556,1016.928,3.858273
EGLC,20150822,3,17.5,15,85.31,100,3.704,3.704,1016.928,3.858273
EGLC,20150822,4,17,15,88,,4.63,5.556,1016.928,3.858273
EGLC,20150822,5,17,15,88,350,5.556,5.556,1016.928,3.858273
EGLC,20150822,6,18.5,15,80.11,,4.63,5.556,1016.421,3.858273
EGLC,20150822,7,20,15,73.07,55,7.408,7.408,1015.913,3.858273
EGLC,20150822,8,22.5,15.5,64.59,90,10.186,11.112,1015.913,3.858273
EGLC,20150822,9,24,16,60.9,85,12.038,12.964,1014.897,3.858273
EGLC,20150822,10,26,17,57.6,80,11.112,11.112,1013.881,3.858273
EGLC,20150822,11,28.5,16,46.7,135,16.668,18.52,1013.373,3.858273
EGLC,20150822,12,30,15,40.14,140,17.594,18.52,1012.865,3.858273
EGLC,20150822,13,30,14.5,38.88,145,22.224,24.076,1012.865,3.858273
EGLC,20150822,14,30,13.5,36.44,145,23.15,24.076,1011.849,3.858273
EGLC,20150822,15,29,14,39.86,140,21.298,22.224,1011.849,3.858273
EGLC,20150822,16,29,14,39.86,140,20.372,22.224,1010.833,3.858273
EGLC,20150822,17,28,13,39.58,140,18.52,18.52,1010.833,3.858273
EGLC,20150822,18,27,13,41.97,120,14.816,14.816,1010.156,3.858273
EGLC,20150822,19,23.5,15.5,60.91,90,15.742,16.668,1010.156,3.858273
EGLC,20150822,20,22.5,16,66.72,85,13.89,14.816,1010.156,3.858273
EGLC,20150822,21,21.5,15.5,68.65,95,14.816,14.816,1009.14,3.858273
EGLC,20150822,22,21,15,68.55,100,18.52,20.372,1008.632,3.858273
EGLC,20150822,23,21,14.5,66.41,90,18.52,18.52,1007.616,3.858273
EGLC,20150823,0,20.5,14,66.31,90,19.446,20.372,1006.6,3.858273
EGLC,20150823,1,20,14,68.35,95,19.446,20.372,1006.092,3.858273
EGLC,20150823,2,19.5,14,70.54,90,17.594,18.52,1005.076,3.858273
EGLC,20150823,3,18.5,14,75.09,90,19.446,22.224,1004.06,3.858273
EGLC,20150823,4,18,14,77.45,100,15.742,16.668,1003.552,3.858273
EGLC,20150823,5,19,13.5,70.44,80,17.594,18.52,1002.536,3.858273
EGLC,20150823,6,19.5,13,66.09,95,25.002,25.928,1002.028,3.858273
EGLC,20150823,7,20.5,13,62.12,85,22.224,24.076,1001.52,3.858273
EGLC,20150823,8,22,12.5,54.83,120,20.372,20.372,1001.013,3.858273
EGLC,20150823,9,22,12.5,54.83,150,12.964,12.964,1001.013,3.858273
EGLC,20150823,10,22,14.5,62.46,200,10.186,11.112,1001.013,3.858273
EGLC,20150823,11,20.5,16,75.42,195,12.038,12.964,1001.013,3.66567
EGLC,20150823,12,19.5,17,85.52,215,13.89,20.372,1001.013,3.66567
EGLC,20150823,13,18.5,15,80.11,235,18.52,20.372,1001.013,3.858273
EGLC,20150823,14,20,13.5,66.19,240,24.076,24.076,1001.013,3.858273
EGLC,20150823,15,20.5,12,58.17,245,19.446,20.372,1001.52,3.858273
EGLC,20150823,16,20.5,12,58.17,215,15.742,16.668,1001.52,3.858273
EGLC,20150823,17,20,12,59.97,215,20.372,22.224,1001.52,3.858273
EGLC,20150823,18,19.5,11,57.94,210,18.52,18.52,1002.028,3.858273
EGLC,20150823,19,18,11,63.6,225,13.89,14.816,1002.028,3.858273
EGLC,20150823,20,17,11.5,70.06,215,10.186,11.112,1002.028,3.858273
EGLC,20150823,21,16,12,77.14,220,10.186,11.112,1003.044,3.858273
EGLC,20150823,22,15.5,12,79.69,195,8.334,9.26,1003.044,3.858273
EGLC,20150823,23,15,12,82.25,195,6.482,7.408,1002.536,3.858273
EGLC,20150824,0,15,12.5,85.04,140,4.63,5.556,1002.028,3.858273
EGLC,20150824,1,14.5,12.5,87.78,95,8.334,9.26,1001.52,3.858273
EGLC,20150824,2,15,12.5,85.04,120,7.408,9.26,1001.52,3.858273
EGLC,20150824,3,14.5,12.5,87.78,90,7.408,9.26,1000.505,3.858273
EGLC,20150824,4,15,13,87.83,110,10.186,11.112,1001.013,3.858273
EGLC,20150824,5,15,14,93.74,65,7.408,7.408,999.997,3.858273
EGLC,20150824,6,15,13.5,90.78,45,8.334,9.26,999.489,3.858273
EGLC,20150824,7,16,14,87.92,55,11.112,11.112,998.981,3.858273
EGLC,20150824,8,16,14,87.92,75,19.446,20.372,997.965,1.73964
EGLC,20150824,9,15,14,93.74,65,15.742,18.52,997.965,3.087861
EGLC,20150824,10,15.5,14,90.83,30,9.26,11.112,996.949,3.858273
EGLC,20150824,11,16.5,15,90.9,30,13.89,14.816,996.441,3.858273
EGLC,20150824,12,17,15,88,35,15.742,16.668,995.933,3.858273
EGLC,20150824,13,18,15,82.62,25,13.89,14.816,995.425,3.858273
EGLC,20150824,14,17,15,88,15,12.038,12.964,995.933,3.858273
EGLC,20150824,15,17,15,88,185,13.89,14.816,996.441,3.858273
EGLC,20150824,16,16,14.5,90.86,345,15.742,18.52,996.949,3.280464
EGLC,20150824,17,17,14.5,85.25,335,14.816,18.52,997.965,3.858273
EGLC,20150824,18,17,14,82.5,315,18.52,18.52,999.489,3.858273
EGLC,20150824,19,16,13.5,85.15,305,18.52,20.372,1001.52,3.858273
EGLC,20150824,20,16,13,82.37,285,21.298,24.076,1002.028,3.858273
EGLC,20150824,21,15.5,13,85.1,275,23.15,24.076,1003.552,3.858273
EGLC,20150824,22,15.5,13,85.1,265,23.15,24.076,1004.06,3.858273
EGLC,20150824,23,15,12.5,85.04,255,22.224,22.224,1005.076,3.858273
EGLC,20150825,0,15,13,87.83,250,23.15,24.076,1006.092,3.858273
EGLC,20150825,1,15,11.5,79.62,260,23.15,24.076,1007.108,3.858273
EGLC,20150825,2,14.5,11.5,82.36,255,20.372,20.372,1007.616,3.858273
EGLC,20150825,3,14,11.5,84.93,250,20.372,22.224,1008.124,3.858273
EGLC,20150825,4,13,11,87.65,245,18.52,20.372,1009.14,3.858273
EGLC,20150825,5,13,10,81.99,245,16.668,16.668,1009.648,3.858273
EGLC,20150825,6,13.5,10,79.41,250,17.594,18.52,1010.156,3.858273
EGLC,20150825,7,15.5,10,69.78,240,16.668,16.668,1010.494,3.858273
EGLC,20150825,8,16.5,9.5,63.27,225,19.446,20.372,1010.494,3.858273
EGLC,20150825,9,17.5,11,65.67,215,22.224,44.448,1010.156,3.858273
EGLC,20150825,10,18,11,63.6,200,24.076,25.928,1009.648,3.858273
EGLC,20150825,11,17.5,10.5,63.62,180,20.372,20.372,1009.14,3.858273
EGLC,20150825,12,15.5,13,85.1,175,16.668,20.372,1009.14,3.66567
EGLC,20150825,13,15.5,13.5,87.88,145,16.668,16.668,1007.616,3.858273
EGLC,20150825,14,16,14,87.92,145,17.594,18.52,1006.6,3.858273
EGLC,20150825,15,17,15,88,155,16.668,18.52,1005.584,3.858273
EGLC,20150825,16,19,16.5,85.46,205,17.594,20.372,1005.076,3.858273
EGLC,20150825,17,19.5,15.5,77.67,220,24.076,25.928,1005.076,3.858273
EGLC,20150825,18,18.5,14.5,77.53,225,24.076,24.076,1005.584,3.858273
EGLC,20150825,19,18,14,77.45,220,24.076,24.076,1006.6,3.858273
EGLC,20150825,20,18,14,77.45,220,24.076,25.928,1007.108,3.858273
EGLC,20150825,21,17,13.5,79.9,210,16.668,16.668,1008.124,3.858273
EGLC,20150825,22,17,13.5,79.9,215,18.52,18.52,1008.124,3.858273
EGLC,20150825,23,17,14,82.5,215,17.594,18.52,1008.124,3.858273
EGLC,20150826,0,17,14.5,85.25,175,11.112,12.964,1007.108,2.702655
EGLC,20150826,1,18,15.5,85.36,200,13.89,14.816,1006.6,3.858273
EGLC,20150826,2,18,16,88.09,200,21.298,22.224,1006.092,3.280464
EGLC,20150826,3,18.5,16,85.41,200,22.224,22.224,1005.584,3.858273
EGLC,20150826,4,18.5,15.5,82.84,200,25.928,50.004,1005.076,2.798956
EGLC,20150826,5,19,15,77.6,200,25.002,25.928,1004.568,3.858273
EGLC,20150826,6,19,15,77.6,205,25.002,25.928,1004.06,3.858273
EGLC,20150826,7,19,15,77.6,205,26.854,51.856,1004.06,3.858273
EGLC,20150826,8,19,16,82.74,200,25.002,25.928,1004.06,3.858273
EGLC,20150826,9,18.5,15.5,82.84,220,22.224,24.076,1004.06,3.858273
EGLC,20150826,10,18,15.5,85.36,195,13.89,16.668,1003.552,3.66567
EGLC,20150826,11,20,16,77.75,200,31.484,31.484,1003.044,3.858273
EGLC,20150826,12,20.5,16,75.42,205,28.706,51.856,1003.044,3.473067
EGLC,20150826,13,20,16,77.75,215,33.336,51.856,1003.044,3.858273
EGLC,20150826,14,19,16.5,85.46,215,24.076,25.928,1003.044,3.858273
EGLC,20150826,15,18,16,88.09,215,20.372,24.076,1003.044,3.858273
EGLC,20150826,16,19,15.5,80.17,215,23.15,24.076,1003.044,3.858273
EGLC,20150826,17,19,14,72.74,215,24.076,24.076,1003.044,3.858273
EGLC,20150826,18,18,13,72.56,220,22.224,22.224,1003.044,3.858273
EGLC,20150826,19,17,12,72.38,220,20.372,22.224,1003.552,3.858273
EGLC,20150826,20,16,12,77.14,230,16.668,16.668,1004.06,3.858273
EGLC,20150826,21,16,12.5,79.75,230,16.668,16.668,1004.568,3.858273
EGLC,20150826,22,16,12.5,79.75,235,16.668,16.668,1005.076,3.858273
EGLC,20150826,23,15.5,13,85.1,230,14.816,16.668,1005.076,3.858273
EGLC,20150827,0,15.5,13,85.1,215,13.89,14.816,1005.076,3.858273
EGLC,20150827,1,16,13,82.37,215,14.816,14.816,1005.076,3.858273
EGLC,20150827,2,15,13,87.83,210,13.89,14.816,1005.076,3.858273
EGLC,20150827,3,15.5,13,85.1,210,13.89,14.816,1005.076,3.858273
EGLC,20150827,4,15,12.5,85.04,210,12.038,12.964,1005.076,3.858273
EGLC,20150827,5,15,12,82.25,215,13.89,14.816,1005.076,3.858273
EGLC,20150827,6,16,12.5,79.75,210,14.816,14.816,1005.076,3.858273
EGLC,20150827,7,16.5,13,79.83,210,13.89,14.816,1006.092,3.858273
EGLC,20150827,8,17,12.5,74.84,215,19.446,20.372,1005.584,3.858273
EGLC,20150827,9,17.5,12.5,72.62,245,24.076,25.928,1006.092,3.858273
EGLC,20150827,10,18,11,63.73,240,25.002,25.928,1006.092,3.858273
EGLC,20150827,11,18.5,10,57.69,235,27.78,27.78,1007.108,3.858273
EGLC,20150827,12,19,10,55.88,225,24.076,25.928,1007.108,3.858273
EGLC,20150827,13,19,10,55.88,230,23.15,24.076,1007.108,3.858273
EGLC,20150827,14,20,9.5,50.8,240,25.928,25.928,1007.108,3.858273
EGLC,20150827,15,19.5,9,50.67,220,24.076,24.076,1007.108,3.858273
EGLC,20150827,16,19,9,52.25,235,24.076,24.076,1007.616,3.858273
EGLC,20150827,17,18.5,10,57.92,260,14.816,18.52,1008.124,3.858273
EGLC,20150827,18,16,12.5,79.75,235,16.668,22.224,1009.14,3.858273
EGLC,20150827,19,15.5,12,79.69,230,10.186,11.112,1009.648,3.858273
EGLC,20150827,20,15,12,82.25,225,9.26,9.26,1010.156,3.858273
EGLC,20150827,21,15,12,82.25,230,12.038,12.964,1010.494,3.858273
EGLC,20150827,22,15,12,82.25,255,12.964,12.964,1010.833,3.858273
EGLC,20150827,23,15,12,82.25,250,12.038,12.964,1011.341,3.858273
EGLC,20150828,0,14.5,12,85,220,11.112,12.964,1011.849,3.858273
EGLC,20150828,1,14,12,87.74,225,8.334,9.26,1011.849,3.858273
EGLC,20150828,2,13.5,11.5,87.69,240,11.112,11.112,1012.865,3.858273
EGLC,20150828,3,13,11,87.65,210,10.186,11.112,1012.865,3.858273
EGLC,20150828,4,13,11,87.65,225,8.334,9.26,1013.881,3.858273
EGLC,20150828,5,12.5,10,84.78,220,8.334,9.26,1013.881,3.858273
EGLC,20150828,6,13.5,10.5,82.06,220,10.186,11.112,1014.897,3.858273
EGLC,20150828,7,15.5,11,74.59,235,12.964,14.816,1015.405,3.858273
EGLC,20150828,8,17.5,10.5,63.62,250,18.52,20.372,1015.913,3.858273
EGLC,20150828,9,18,9.5,57.56,250,18.52,20.372,1015.913,3.858273
EGLC,20150828,10,19.5,9,50.67,250,20.372,22.224,1015.913,3.858273
EGLC,20150828,11,20,9,49.1,245,21.298,22.224,1016.928,3.858273
EGLC,20150828,12,20,9,49.2,230,25.002,27.78,1016.928,3.858273
EGLC,20150828,13,20,9.5,50.8,225,19.446,22.224,1016.928,3.858273
EGLC,20150828,14,20,9,49.1,245,22.224,22.224,1016.928,3.858273
EGLC,20150828,15,21,9,46.16,240,22.224,25.928,1016.928,3.858273
EGLC,20150828,16,21,7.5,41.71,230,22.224,24.076,1016.928,3.858273
EGLC,20150828,17,20,8.5,47.49,225,21.298,22.224,1017.436,3.858273
EGLC,20150828,18,19,9.5,54.06,225,23.15,24.076,1017.944,3.858273
EGLC,20150828,19,17.5,10.5,63.62,210,16.668,18.52,1018.96,3.858273
EGLC,20150828,20,17,12,72.38,220,15.742,16.668,1018.96,3.858273
EGLC,20150828,21,16,11.5,74.67,215,11.112,11.112,1019.468,3.858273
EGLC,20150828,22,16,11.5,74.67,240,11.112,11.112,1019.976,3.858273
EGLC,20150828,23,16,11,72.2,235,10.186,11.112,1019.976,3.858273
EGLC,20150829,0,16,10.5,69.87,220,10.186,11.112,1019.976,3.858273
