station_id,datefield,hour,temperature,dew_point,humidity,wind_dir,wind_speed,wind_gust,pressure,visibility
EGLC,20170227,9,10,7,81.61,195,21.298,22.224,990.345,2.895258
EGLC,20170227,10,9.5,6.5,81.73,220,26.854,55.56,989.499,3.087861
EGLC,20170227,11,9,6,81.69,215,24.076,25.928,987.636,3.66567
EGLC,20170227,12,9,5.5,78.76,225,22.224,44.448,986.62,3.858273
EGLC,20170227,13,8,5,81.34,205,20.372,24.076,985.605,3.858273
EGLC,20170227,14,8,4,75.84,225,23.15,24.076,984.589,3.858273
EGLC,20170227,15,8.5,4.5,76.11,215,27.78,31.484,983.573,3.858273
EGLC,20170227,16,7.5,2.5,70.78,245,33.336,51.856,983.573,3.858273
EGLC,20170227,17,6,2,75.5,240,25.928,25.928,984.589,3.858273
EGLC,20170227,18,6.5,2,72.99,235,22.224,25.928,985.097,3.858273
EGLC,20170227,19,6,1.5,72.89,230,19.446,22.224,985.097,3.858273
EGLC,20170227,20,5,2,80.93,245,25.928,37.04,985.097,3.858273
EGLC,20170227,21,5,2,80.93,225,16.668,16.668,985.097,3.858273
EGLC,20170227,22,5,1.5,78.13,230,22.224,24.076,985.097,3.858273
EGLC,20170227,23,5,1,75.33,230,21.298,22.224,985.097,3.858273
EGLC,20170228,0,4,1,80.79,230,15.742,16.668,984.081,3.858273
EGLC,20170228,1,4,1,80.79,240,10.186,11.112,984.081,3.858273
EGLC,20170228,2,4,1,80.79,245,15.742,18.52,984.081,3.858273
EGLC,20170228,3,4,1,80.79,245,24.076,25.928,985.097,3.858273
EGLC,20170228,4,3,1,86.69,245,21.298,24.076,985.097,3.858273
EGLC,20170228,5,3,1,86.69,250,21.298,22.224,986.112,3.858273
EGLC,20170228,6,3,1,86.69,240,14.816,14.816,986.112,3.858273
EGLC,20170228,7,3,1,86.69,235,19.446,22.224,987.128,3.858273
EGLC,20170228,8,4,1,80.79,245,19.446,22.224,987.128,3.858273
EGLC,20170228,9,5,1,75.33,250,22.224,24.076,988.144,3.858273
EGLC,20170228,10,6.5,1.5,70.56,240,16.668,18.52,988.144,3.858273
EGLC,20170228,11,7.5,1,63.44,255,23.15,24.076,988.144,3.858273
EGLC,20170228,12,8,0,57,250,28.706,29.632,988.652,3.858273
EGLC,20170228,13,8,0,57,250,27.78,48.152,989.16,3.858273
EGLC,20170228,14,8,-0.5,55,255,30.558,33.336,989.16,3.858273
EGLC,20170228,15,6,1.5,72.89,235,24.076,42.596,989.837,3.087861
EGLC,20170228,16,5.5,3,83.98,235,25.002,25.928,989.837,3.858273
EGLC,20170228,17,6,3,81.07,240,18.52,20.372,990.345,3.858273
EGLC,20170228,18,6,3.5,84.03,235,20.372,20.372,990.853,3.858273
EGLC,20170228,19,7,4,81.2,235,22.224,25.928,990.853,3.858273
EGLC,20170228,20,8,4,75.84,240,25.002,25.928,990.853,3.858273
EGLC,20170228,21,8,4,75.84,245,30.558,33.336,991.361,3.858273
EGLC,20170228,22,8.5,4,73.36,255,31.484,50.004,992.377,3.858273
EGLC,20170228,23,8.5,3.5,70.78,265,33.336,51.856,993.393,3.858273
EGLC,20170301,0,8,3,70.68,265,31.484,33.336,994.917,3.858273
EGLC,20170301,1,7.5,2,68.16,270,26.854,29.632,995.933,3.858273
EGLC,20170301,2,7,2.5,73.08,250,19.446,20.372,996.949,3.858273
EGLC,20170301,3,7,4,81.2,255,18.52,20.372,996.949,3.858273
EGLC,20170301,4,7,4,81.2,260,19.446,22.224,997.965,3.858273
EGLC,20170301,5,7,4,81.41,265,24.076,24.076,998.473,2.873512
EGLC,20170301,6,6.5,4.5,87.04,260,15.742,35.188,998.981,3.858273
EGLC,20170301,7,7,4,81.2,240,16.668,20.372,999.489,3.858273
EGLC,20170301,8,7,4,81.2,240,16.668,16.668,999.997,3.858273
EGLC,20170301,9,8,4,75.84,245,15.742,37.04,999.997,3.858273
EGLC,20170301,10,8.5,3,68.37,240,17.594,37.04,999.997,3.858273
EGLC,20170301,11,9,3,66.05,240,17.594,18.52,999.489,3.858273
EGLC,20170301,12,9.5,3,63.91,230,20.372,20.372,998.981,3.858273
EGLC,20170301,13,9,3.5,68.47,225,21.298,22.224,997.965,3.858273
EGLC,20170301,14,10,4,66.27,220,16.668,16.668,997.965,3.858273
EGLC,20170301,15,9,4.5,73.44,230,19.446,40.744,997.457,3.858273
EGLC,20170301,16,9,4.5,73.44,225,16.668,38.892,997.457,3.858273
EGLC,20170301,17,8.5,5,78.68,220,15.742,16.668,997.457,3.858273
EGLC,20170301,18,8,5,81.34,230,15.742,42.596,997.965,3.858273
EGLC,20170301,19,8,6,87.19,230,12.964,12.964,997.457,3.858273
EGLC,20170301,20,8,6,87.19,230,15.742,35.188,996.949,2.895258
EGLC,20170301,21,8,6,87.19,230,21.298,25.928,996.949,3.858273
EGLC,20170301,22,8,3.5,73.26,250,43.522,72.228,997.457,3.858273
EGLC,20170301,23,7,2,70.48,250,43.522,72.228,998.981,3.858273
EGLC,20170302,0,7,0.5,63.32,250,37.966,57.412,999.997,3.858273
EGLC,20170302,1,7,-0.5,58.89,250,41.67,62.968,1000.505,3.858273
EGLC,20170302,2,6,0,65.38,250,38.892,61.116,1001.013,3.858273
EGLC,20170302,3,7,0.5,63.32,250,40.744,68.524,1002.028,3.858273
EGLC,20170302,4,6.5,1,67.94,250,36.114,38.892,1003.044,3.858273
EGLC,20170302,5,6,1,70.28,250,33.336,51.856,1003.552,3.858273
EGLC,20170302,6,6,0,65.38,250,36.114,37.04,1004.06,3.858273
EGLC,20170302,7,7,0,61.03,250,36.114,62.968,1005.076,3.858273
EGLC,20170302,8,8,0.5,59.14,250,37.04,55.56,1006.092,3.858273
EGLC,20170302,9,9,1,57.26,260,37.04,59.264,1007.616,3.858273
EGLC,20170302,10,10,1.5,55.53,270,39.818,61.116,1009.14,3.858273
EGLC,20170302,11,10,1.5,55.53,265,35.188,53.708,1010.156,3.858273
EGLC,20170302,12,11,1.5,51.95,260,32.41,51.856,1010.494,3.858273
EGLC,20170302,13,11.5,1,48.48,255,27.78,44.448,1010.833,3.858273
EGLC,20170302,14,12,0,43.61,255,30.558,33.336,1010.833,3.858273
EGLC,20170302,15,12,-1,40.64,255,28.706,44.448,1010.833,3.858273
EGLC,20170302,16,11,-5,32.25,250,32.41,33.336,1011.849,3.858273
EGLC,20170302,17,10,-4.5,35.73,245,17.594,18.52,1011.849,3.858273
EGLC,20170302,18,10,0,49.92,220,17.594,18.52,1011.849,3.858273
EGLC,20170302,19,9,2,61.52,225,19.446,38.892,1011.849,3.858273
EGLC,20170302,20,8,3.5,73.26,230,17.594,38.892,1012.357,3.858273
EGLC,20170302,21,8,4,75.84,205,16.668,18.52,1011.849,3.858273
EGLC,20170302,22,8,4,75.84,195,12.038,12.964,1011.341,3.858273
EGLC,20170302,23,7,4,81.2,170,11.112,11.112,1010.833,3.858273
EGLC,20170303,0,8,4,75.84,180,11.112,12.964,1010.156,3.858273
EGLC,20170303,1,8,4,75.84,180,11.112,12.964,1009.14,3.858273
EGLC,20170303,2,7.5,4,78.52,155,12.038,12.964,1008.124,3.858273
EGLC,20170303,3,7,4,81.2,140,12.038,12.964,1006.6,3.858273
EGLC,20170303,4,7,4,81.2,120,12.038,12.964,1005.584,3.858273
EGLC,20170303,5,7.5,4,78.52,130,12.964,14.816,1004.568,3.858273
EGLC,20170303,6,8,4,75.84,135,17.594,20.372,1003.552,3.858273
EGLC,20170303,7,7,5,87.09,110,14.816,16.668,1002.536,3.858273
EGLC,20170303,8,8,5,81.34,125,22.224,22.224,1001.013,3.858273
EGLC,20170303,9,8,5.5,84.27,145,21.298,22.224,999.997,3.858273
EGLC,20170303,10,8,6,87.19,140,15.742,16.668,999.489,3.087861
EGLC,20170303,11,8.5,6.5,87.23,135,18.52,20.372,997.965,3.858273
EGLC,20170303,12,10,7,81.61,145,18.52,20.372,996.949,3.858273
EGLC,20170303,13,11,8,81.74,150,17.594,18.52,995.933,3.858273
EGLC,20170303,14,11,8,81.74,155,21.298,22.224,994.917,3.858273
EGLC,20170303,15,11,8,81.74,155,18.52,18.52,993.901,3.858273
EGLC,20170303,16,11,7,76.34,155,17.594,18.52,992.885,3.858273
EGLC,20170303,17,11,7,76.34,155,17.594,18.52,992.885,3.858273
EGLC,20170303,18,11,7,76.34,155,20.372,20.372,992.377,3.858273
EGLC,20170303,19,11,7,76.34,150,17.594,18.52,991.869,3.858273
EGLC,20170303,20,11,7.5,79.04,145,14.816,14.816,991.361,3.858273
EGLC,20170303,21,11,8,81.74,140,17.594,18.52,990.853,3.858273
EGLC,20170303,22,11,7.5,79.04,195,15.742,16.668,990.345,3.858273
EGLC,20170303,23,10,7.5,84.49,240,7.408,9.26,989.837,3.66567
EGLC,20170304,0,9.5,8,90.41,100,9.26,12.964,989.837,3.858273
EGLC,20170304,1,9,7,87.28,90,4.63,5.556,989.16,3.858273
EGLC,20170304,2,10,7,81.61,210,10.186,11.112,989.16,3.858273
EGLC,20170304,3,9.5,7,84.44,200,10.186,11.112,989.16,3.858273
EGLC,20170304,4,9,7,87.28,210,12.038,12.964,989.16,3.858273
EGLC,20170304,5,9,6.5,84.38,230,9.26,11.112,989.16,3.858273
EGLC,20170304,6,9,6,81.47,235,11.112,11.112,989.16,3.858273
EGLC,20170304,7,9,6,81.47,245,12.038,12.964,989.16,3.858273
EGLC,20170304,8,9,6,81.47,240,13.89,14.816,989.16,3.858273
EGLC,20170304,9,9.5,5,73.54,245,16.668,18.52,989.16,3.858273
EGLC,20170304,10,10,4.5,68.67,235,20.372,22.224,989.16,3.858273
EGLC,20170304,11,11,3,57.77,230,21.298,22.224,989.16,3.858273
EGLC,20170304,12,12,3,54.07,235,18.52,18.52,989.16,3.858273
EGLC,20170304,13,12,2.5,52.22,210,22.224,24.076,989.16,3.858273
EGLC,20170304,14,11,3.5,59.88,205,25.928,27.78,989.16,3.858273
EGLC,20170304,15,11,2.5,55.79,205,25.002,50.004,988.652,3.858273
EGLC,20170304,16,10.5,3.5,62.02,205,23.15,25.928,989.16,3.858273
EGLC,20170304,17,9.5,5.5,76.27,200,23.15,24.076,989.16,3.66567
EGLC,20170304,18,9,6,81.47,200,17.594,18.52,989.16,3.858273
EGLC,20170304,19,9,6,81.47,210,16.668,16.668,989.499,3.858273
EGLC,20170304,20,9,5,76.01,230,16.668,18.52,989.837,3.858273
EGLC,20170304,21,8,4.5,78.59,230,25.928,27.78,990.345,3.858273
EGLC,20170304,22,8,4,75.84,240,25.928,27.78,991.361,3.858273
EGLC,20170304,23,8,4,75.84,240,24.076,25.928,991.869,3.858273
EGLC,20170305,0,8,3,70.68,230,24.076,24.076,992.885,3.858273
EGLC,20170305,1,7,3,75.67,230,22.224,25.928,992.885,3.858273
EGLC,20170305,2,7,3.5,78.44,230,24.076,24.076,993.901,3.858273
EGLC,20170305,3,7,3,75.67,220,15.742,16.668,993.901,3.858273
EGLC,20170305,4,7,3,75.67,205,15.742,16.668,992.885,3.858273
EGLC,20170305,5,7.5,3,73.18,190,14.816,16.668,992.377,3.858273
EGLC,20170305,6,8,4,75.84,180,17.594,18.52,991.361,3.858273
EGLC,20170305,7,8,4,75.84,165,20.372,22.224,990.345,3.858273
EGLC,20170305,8,7,4,81.41,170,26.854,48.152,989.499,3.473067
EGLC,20170305,9,6,4,86.99,150,29.632,29.632,988.144,3.858273
EGLC,20170305,10,9,6,81.69,200,24.076,27.78,987.128,3.858273
EGLC,20170305,11,11,5.5,68.87,235,29.632,57.412,987.128,3.858273
EGLC,20170305,12,10.5,4,64.13,245,39.818,64.82,987.128,3.858273
EGLC,20170305,13,10.5,3,59.77,240,30.558,33.336,988.144,3.858273
EGLC,20170305,14,9.5,4.5,70.97,250,36.114,53.708,989.16,3.280464
EGLC,20170305,15,8.5,4,73.36,265,18.52,18.52,989.837,3.858273
EGLC,20170305,16,8,4,75.84,245,22.224,25.928,990.853,3.858273
EGLC,20170305,17,8,4,75.84,230,31.484,55.56,990.853,2.410644
EGLC,20170305,18,7.5,4,78.52,235,28.706,31.484,991.361,3.858273
EGLC,20170305,19,7,4.5,84.15,245,21.298,22.224,992.377,3.858273
EGLC,20170305,20,7.5,5,84.22,250,23.15,42.596,992.885,3.858273
EGLC,20170305,21,7,5,87.09,255,29.632,48.152,993.901,3.858273
EGLC,20170305,22,7,4,81.2,280,36.114,59.264,995.425,3.858273
EGLC,20170305,23,7,4,81.2,285,30.558,48.152,997.457,3.858273
EGLC,20170306,0,7,4,81.2,270,31.484,31.484,998.473,3.858273
EGLC,20170306,1,7,4,81.2,275,26.854,31.484,998.981,3.858273
EGLC,20170306,2,7,4,81.2,265,26.854,29.632,999.997,3.858273
EGLC,20170306,3,7,3,75.67,255,19.446,22.224,999.997,3.858273
EGLC,20170306,4,6,3,81.07,245,14.816,16.668,999.997,3.858273
EGLC,20170306,5,6,3,81.07,230,14.816,14.816,999.997,3.858273
EGLC,20170306,6,5,3,86.89,230,14.816,35.188,999.997,3.858273
EGLC,20170306,7,5,3,86.89,235,12.964,14.816,999.997,3.858273
EGLC,20170306,8,6.5,4,84.09,270,11.112,12.964,999.997,3.858273
EGLC,20170306,9,7.5,3,73.18,295,16.668,18.52,1001.013,3.858273
EGLC,20170306,10,9,3.5,68.47,300,18.52,20.372,1002.028,3.858273
EGLC,20170306,11,9.5,3.5,66.32,295,22.224,22.224,1002.536,3.858273
EGLC,20170306,12,9.5,3,63.91,300,21.298,24.076,1003.552,3.858273
EGLC,20170306,13,11,2,53.81,285,26.854,29.632,1004.568,3.858273
EGLC,20170306,14,11,1,50.08,290,27.78,29.632,1005.076,3.858273
EGLC,20170306,15,10,0.5,51.67,290,26.854,27.78,1006.092,3.858273
EGLC,20170306,16,10,1,53.54,280,22.224,22.224,1007.108,3.858273
EGLC,20170306,17,10,0,49.81,290,21.298,24.076,1008.124,3.858273
EGLC,20170306,18,9.5,0.5,53.53,280,18.52,20.372,1009.14,3.858273
EGLC,20170306,19,9,1,57.26,270,16.668,18.52,1009.648,3.858273
EGLC,20170306,20,8.5,3.5,70.94,265,18.52,18.52,1010.156,3.858273
EGLC,20170306,21,8,4,75.84,260,20.372,20.372,1010.833,3.858273
EGLC,20170306,22,8,4,75.84,275,20.372,22.224,1011.341,3.858273
EGLC,20170306,23,7.5,4,78.52,275,15.742,18.52,1011.849,3.858273
EGLC,20170307,0,8,4,75.84,270,15.742,16.668,1012.357,3.858273
EGLC,20170307,1,8,4.5,78.59,280,18.52,20.372,1012.865,3.858273
EGLC,20170307,2,8,5,81.34,285,17.594,18.52,1013.373,3.858273
EGLC,20170307,3,7,4.5,84.15,280,18.52,20.372,1013.881,3.858273
EGLC,20170307,4,7,4,81.2,295,16.668,18.52,1014.389,3.858273
EGLC,20170307,5,6,3,81.07,295,14.816,14.816,1015.405,3.858273
EGLC,20170307,6,6,3,81.07,285,14.816,16.668,1015.913,3.858273
EGLC,20170307,7,6,3,81.07,280,14.816,14.816,1016.928,3.858273
EGLC,20170307,8,6.5,3,78.37,285,14.816,16.668,1016.928,3.858273
EGLC,20170307,9,7.5,3,73.18,280,12.038,12.964,1016.421,3.858273
EGLC,20170307,10,8,3,70.68,280,12.038,12.964,1016.928,3.858273
EGLC,20170307,11,9,3,66.05,270,14.816,14.816,1017.944,3.858273
EGLC,20170307,12,10,3,61.76,265,8.334,9.26,1016.928,3.858273
EGLC,20170307,13,11,3,57.77,250,12.038,12.964,1017.436,3.858273
EGLC,20170307,14,11,2,53.81,230,12.964,14.816,1016.928,3.858273
EGLC,20170307,15,11,2,53.81,240,10.186,11.112,1015.913,3.858273
EGLC,20170307,16,11,2,53.81,250,12.964,14.816,1016.928,3.858273
EGLC,20170307,17,11,1.5,51.95,225,14.816,38.892,1016.928,3.858273
EGLC,20170307,18,9.5,3,63.91,210,19.446,40.744,1016.928,3.858273
EGLC,20170307,19,8.5,2,63.67,210,14.816,37.04,1017.436,3.858273
EGLC,20170307,20,8,2.5,68.25,210,16.668,37.04,1016.928,3.858273
EGLC,20170307,21,8,3.5,73.26,210,15.742,16.668,1016.928,3.858273
EGLC,20170307,22,8,4,75.84,210,17.594,18.52,1015.913,3.858273
EGLC,20170307,23,8.5,5.5,81.41,195,17.594,18.52,1014.897,3.858273
EGLC,20170308,0,9,6.5,84.38,200,18.52,18.52,1014.389,3.473067
EGLC,20170308,1,9,7,87.28,205,18.52,20.372,1012.357,3.66567
EGLC,20170308,2,9,7,87.28,210,20.372,22.224,1011.341,3.858273
EGLC,20170308,3,9,7.5,90.37,210,20.372,22.224,1010.494,2.565969
EGLC,20170308,4,9.5,8,90.41,225,15.742,16.668,1010.156,3.66567
EGLC,20170308,5,10.5,9.5,93.53,235,21.298,22.224,1009.14,3.858273
EGLC,20170308,6,12,10,87.56,235,25.928,29.632,1008.632,3.858273
EGLC,20170308,7,12,10,87.56,250,25.928,27.78,1009.648,3.858273
EGLC,20170308,8,12.5,10.5,87.79,250,23.15,24.076,1010.156,3.66567
EGLC,20170308,9,12.5,11,90.62,250,20.372,38.892,1010.156,3.087861
EGLC,20170308,10,13,11,87.65,240,21.298,22.224,1010.494,3.858273
EGLC,20170308,11,14,11,82.12,250,18.52,20.372,1010.833,3.858273
EGLC,20170308,12,15,10.5,74.5,260,20.372,22.224,1010.833,3.858273
EGLC,20170308,13,14,9,71.83,275,18.52,20.372,1011.341,3.858273
EGLC,20170308,14,13.5,8.5,71.89,280,19.446,20.372,1011.849,3.858273
EGLC,20170308,15,13.5,8,69.38,265,19.446,22.224,1012.357,3.858273
EGLC,20170308,16,14,8,67.12,255,18.52,18.52,1012.865,3.858273
EGLC,20170308,17,13,9,76.66,235,15.742,16.668,1013.881,3.858273
EGLC,20170308,18,12,8.5,79.19,240,14.816,14.816,1014.389,3.858273
EGLC,20170308,19,12,8,76.5,240,12.964,14.816,1014.897,3.858273
EGLC,20170308,20,11,8.5,84.6,235,9.26,9.26,1015.913,3.858273
EGLC,20170308,21,11,9,87.47,230,9.26,11.112,1015.913,3.858273
EGLC,20170308,22,10,9,93.5,230,12.964,12.964,1015.913,3.858273
EGLC,20170308,23,10,9,93.5,240,12.964,12.964,1015.913,3.858273
EGLC,20170309,0,10.5,9,90.48,225,7.408,7.408,1015.913,3.858273
EGLC,20170309,1,11,9,87.47,210,5.556,5.556,1015.913,3.858273
EGLC,20170309,2,12,10,87.56,255,15.742,16.668,1015.913,3.858273
EGLC,20170309,3,12,10,87.56,240,17.594,18.52,1015.405,3.858273
EGLC,20170309,4,12.5,10,84.78,240,19.446,20.372,1014.897,3.858273
EGLC,20170309,5,13,10,81.99,255,20.372,24.076,1015.913,3.858273
EGLC,20170309,6,13,9.5,79.32,250,21.298,22.224,1016.421,3.858273
EGLC,20170309,7,13,9,76.66,265,20.372,44.448,1016.928,3.858273
EGLC,20170309,8,13,9,76.66,265,24.076,25.928,1017.944,3.858273
EGLC,20170309,9,14,9,71.83,260,22.224,22.224,1018.452,3.858273
EGLC,20170309,10,14.5,8,65.02,275,25.928,27.78,1019.468,3.858273
EGLC,20170309,11,15,7,58.77,280,28.706,31.484,1019.976,3.858273
EGLC,20170309,12,15.5,7,56.95,280,24.076,24.076,1020.992,3.858273
EGLC,20170309,13,16,4,44.76,280,28.706,31.484,1020.992,3.858273
EGLC,20170309,14,16,2,38.85,285,25.928,27.78,1020.992,3.858273
EGLC,20170309,15,15.5,1,37.36,295,23.15,24.076,1022.008,3.858273
EGLC,20170309,16,15,1.5,39.99,300,15.742,18.52,1023.024,3.858273
EGLC,20170309,17,14.5,3,45.95,335,10.186,11.112,1023.532,3.858273
EGLC,20170309,18,13.5,2,45.67,360,8.334,9.26,1024.548,3.858273
EGLC,20170309,19,12.5,3,52.36,25,10.186,11.112,1025.056,3.858273
EGLC,20170309,20,11.5,3,55.92,50,6.482,7.408,1025.564,3.858273
EGLC,20170309,21,10.5,4,64.13,85,12.038,14.816,1026.58,3.858273
EGLC,20170309,22,9,4,70.88,100,22.224,22.224,1027.088,3.858273
EGLC,20170309,23,8,4,75.84,105,20.372,22.224,1027.088,3.858273
EGLC,20170310,0,8,4,75.84,95,8.334,9.26,1027.088,3.858273
EGLC,20170310,1,7,3.5,78.44,90,11.112,12.964,1027.088,3.858273
EGLC,20170310,2,7,4,81.2,90,8.334,9.26,1027.088,3.858273
EGLC,20170310,3,7,5,87.09,85,11.112,11.112,1027.088,3.858273
EGLC,20170310,4,7,5,87.09,95,10.186,11.112,1026.072,3.858273
EGLC,20170310,5,7,5,87.09,85,10.186,11.112,1026.58,3.858273
EGLC,20170310,6,7,5,87.09,100,11.112,12.964,1026.072,3.858273
EGLC,20170310,7,8.5,6,84.33,120,11.112,11.112,1026.58,3.66567
EGLC,20170310,8,9.5,7,84.44,130,14.816,14.816,1026.072,3.858273
EGLC,20170310,9,10,7,81.61,165,14.816,16.668,1026.072,3.858273
EGLC,20170310,10,11,7.5,79.04,175,12.964,14.816,1026.072,3.858273
EGLC,20170310,11,11,8,81.74,175,11.112,11.112,1026.072,3.858273
EGLC,20170310,12,12,9,81.87,185,12.038,12.964,1025.056,3.858273
EGLC,20170310,13,13,9,76.66,200,11.112,11.112,1024.548,3.858273
EGLC,20170310,14,13,9,76.66,185,11.112,11.112,1024.04,3.858273
EGLC,20170310,15,13,9,76.66,185,12.038,12.964,1023.532,3.858273
EGLC,20170310,16,12.5,9,79.27,195,12.038,12.964,1023.024,3.858273
EGLC,20170310,17,12,9,81.87,,12.038,33.336,1023.024,3.858273
EGLC,20170310,18,12,9,81.87,195,12.964,35.188,1024.04,3.858273
EGLC,20170310,19,12,9,81.87,170,11.112,11.112,1023.532,3.280464
EGLC,20170310,20,11.5,9,84.67,165,11.112,11.112,1023.024,3.858273
EGLC,20170310,21,11,9,87.47,195,10.186,11.112,1022.516,3.858273
EGLC,20170310,22,11,9,87.47,165,10.186,11.112,1022.008,3.858273
EGLC,20170310,23,11,9,87.47,160,7.408,7.408,1022.008,3.858273
EGLC,20170311,0,12,9.5,84.72,160,6.482,7.408,1022.008,3.473067
EGLC,20170311,1,12,10,87.56,175,9.26,9.26,1022.008,2.124846
EGLC,20170311,2,11,9,87.47,,5.556,5.556,1020.992,1.932243
EGLC,20170311,3,11,9,87.47,,4.63,5.556,1019.976,1.932243
EGLC,20170311,4,11,9,87.47,120,6.482,7.408,1019.468,2.124846
EGLC,20170311,5,11,9,87.47,,3.704,3.704,1018.96,2.124846
EGLC,20170311,6,10.5,8.5,87.42,140,7.408,9.26,1018.96,2.124846
EGLC,20170311,7,10,8,87.37,170,6.482,7.408,1018.96,1.910498
EGLC,20170311,8,11,8.5,84.6,100,6.482,7.408,1018.96,1.932243
EGLC,20170311,9,11,9,87.47,75,9.26,11.112,1018.96,1.932243
EGLC,20170311,10,13.5,9.5,76.74,200,8.334,9.26,1018.96,2.295703
EGLC,20170311,11,15,10,72.01,180,7.408,9.26,1018.452,3.858273
EGLC,20170311,12,16,10,67.54,180,11.112,12.964,1017.436,3.858273
EGLC,20170311,13,17,9,59.26,210,12.964,14.816,1016.928,3.858273
EGLC,20170311,14,17.5,9,57.45,200,10.186,11.112,1016.421,3.858273
EGLC,20170311,15,17,9,59.26,195,9.26,9.26,1015.913,3.858273
EGLC,20170311,16,16.5,9.5,63.4,145,9.26,11.112,1015.913,3.858273
EGLC,20170311,17,15,10,72.18,95,13.89,14.816,1015.913,3.858273
EGLC,20170311,18,14.5,10,74.41,120,12.038,12.964,1015.913,3.858273
EGLC,20170311,19,14,9,71.83,135,11.112,12.964,1015.913,3.858273
EGLC,20170311,20,13,9,76.66,85,7.408,7.408,1015.913,3.858273
EGLC,20170311,21,11,9,87.47,95,10.186,11.112,1015.913,3.858273
EGLC,20170311,22,11,9,87.47,70,8.334,9.26,1014.897,3.66567
EGLC,20170311,23,11,8,81.74,90,5.556,7.408,1014.897,3.858273
EGLC,20170312,0,10.5,7.5,81.67,75,8.334,11.112,1013.881,3.66567
EGLC,20170312,1,10,7,81.61,70,6.482,9.26,1013.881,3.473067
EGLC,20170312,2,10,7,81.61,85,7.408,7.408,1012.865,3.280464
EGLC,20170312,3,10,7,81.61,90,5.556,5.556,1012.865,3.087861
EGLC,20170312,4,9.5,7.5,87.53,60,3.704,3.704,1011.849,2.702655
EGLC,20170312,5,9,7,87.28,75,8.334,9.26,1011.849,2.702655
EGLC,20170312,6,9.5,7,84.44,80,7.408,9.26,1011.849,2.510052
EGLC,20170312,7,9.5,7,84.44,60,3.704,5.556,1012.357,2.702655
EGLC,20170312,8,10.5,8,84.56,280,6.482,7.408,1012.865,2.895258
EGLC,20170312,9,11.5,7,73.9,,3.704,5.556,1012.865,3.473067
EGLC,20170312,10,13,7,66.91,260,5.556,7.408,1012.865,3.858273
EGLC,20170312,11,13.5,7,64.8,40,7.408,9.26,1012.865,3.858273
EGLC,20170312,12,14,7.5,64.91,280,7.408,9.26,1013.373,3.858273
EGLC,20170312,13,13,9,76.66,300,12.964,12.964,1013.881,3.473067
EGLC,20170312,14,13,10,81.99,290,12.038,12.964,1013.881,3.087861
EGLC,20170312,15,13,10,81.99,305,12.038,12.964,1014.389,3.66567
EGLC,20170312,16,13,10,81.99,300,15.742,16.668,1014.897,3.858273
EGLC,20170312,17,13,10,81.99,295,12.038,12.964,1015.913,3.858273
EGLC,20170312,18,13,10,81.99,285,10.186,11.112,1016.928,3.858273
EGLC,20170312,19,13,10,81.99,285,9.26,9.26,1017.944,3.858273
EGLC,20170312,20,13,9,76.66,280,9.26,9.26,1018.452,3.858273
EGLC,20170312,21,13,8.5,74.15,305,15.742,16.668,1019.468,3.858273
EGLC,20170312,22,12,8,76.5,310,15.742,18.52,1020.484,3.858273
EGLC,20170312,23,11,8,81.74,305,15.742,18.52,1021.5,3.858273
EGLC,20170313,0,11,7.5,79.04,315,11.112,11.112,1022.008,3.858273
EGLC,20170313,1,10.5,6.5,76.26,300,15.742,16.668,1023.024,3.858273
EGLC,20170313,2,10,6,76.18,305,12.038,12.964,1023.532,3.858273
EGLC,20170313,3,9.5,5.5,76.09,300,16.668,20.372,1024.04,3.858273
EGLC,20170313,4,9,5,76.01,290,12.038,12.964,1025.056,3.858273
EGLC,20170313,5,8,5,81.34,295,12.964,12.964,1026.072,3.858273
EGLC,20170313,6,8,4.5,78.59,300,9.26,9.26,1026.58,3.858273
EGLC,20170313,7,8,4,75.84,300,8.334,9.26,1027.596,3.858273
EGLC,20170313,8,9.5,4,68.57,300,10.186,12.964,1028.104,3.858273
EGLC,20170313,9,10.5,3.5,62.02,300,15.742,16.668,1029.119,3.858273
EGLC,20170313,10,12,2,50.48,305,17.594,18.52,1029.119,3.858273
EGLC,20170313,11,12.5,2,48.76,295,18.52,20.372,1029.119,3.858273
EGLC,20170313,12,13,2,47.16,295,14.816,16.668,1029.119,3.858273
EGLC,20170313,13,14,1.5,42.66,270,15.742,18.52,1029.119,3.858273
EGLC,20170313,14,15,2.5,42.95,285,14.816,14.816,1029.119,3.858273
EGLC,20170313,15,15,4,47.72,290,12.038,12.964,1029.119,3.858273
EGLC,20170313,16,15,4.5,49.45,280,10.186,11.112,1030.135,3.858273
EGLC,20170313,17,14,6,58.52,290,12.038,12.964,1030.135,3.858273
EGLC,20170313,18,13.5,6,60.49,285,7.408,9.26,1030.643,3.858273
EGLC,20170313,19,14,6,58.52,240,10.186,31.484,1031.151,3.66567
EGLC,20170313,20,13.5,6,60.49,215,8.334,9.26,1031.151,3.858273
EGLC,20170313,21,12.5,6,64.58,225,10.186,11.112,1031.49,3.858273
EGLC,20170313,22,11.5,7,73.9,230,12.964,12.964,1031.49,3.858273
EGLC,20170313,23,11,8,81.74,230,13.89,14.816,1031.49,3.858273
EGLC,20170314,0,10,8,87.37,255,15.742,16.668,1031.49,3.858273
